degree,Fp,W,Fp_x,Fp_y,Mot_x,Mot_y,Mw_x,Mw_y,Mtotal_x,Mtotal_y,ecc_x,ecc_y,torsion,Tmax,Cmax,Vmax,T_anchor,C_anchor,V_anchor,equip_xo,equip_yo,anchor_xo,anchor_yo,Ix,Iy,Iz,Ixy
13.0,19425.000000000004,-1855.0,-4369.674230629578,18927.138508453198,-1211336.8645410046,-279659.150760293,-7779.4042693186675,-36008.04068835883,-1219116.2688103232,-315667.19144865184,-19.411342689142227,-4.19374893224726,-349075.8550734741,3220.695213972846,-2445.1369984862195,1834.9670536721678,10,11,2,-21.61431999537777,91.42111994029287,-1.7571005178273786,91.7014585256387,30726.119589840637,16452.451838730794,47178.571428571435,-3480.8664602889303
14.0,19425.000000000004,-1855.0,-4699.332822023546,18847.994482911236,-1206271.646906319,-300757.30060950696,-7779.4042693186675,-36008.04068835883,-1214051.0511756376,-336765.3412978658,-19.411342689142227,-4.19374893224726,-346157.0579062163,3221.532414773084,-2500.914227366965,1828.1611383985353,10,11,2,-23.206546571900798,91.02997416349298,-3.3572440279889477,91.65682631695097,30600.29153592175,16578.27989264968,47178.571428571435,-3727.8179207974117
15.0,19425.000000000004,-1855.0,-5027.559951116466,18763.109175665155,-1200838.98724257,-321763.83687145385,-7779.4042693186675,-36008.04068835883,-1208618.3915118885,-357771.8775598127,-19.411342689142227,-4.19374893224726,-343132.8179458215,3221.3612870079623,-2556.004722302463,1821.154506109964,10,11,2,-24.79170420953116,90.61109977473575,-4.956364889097241,91.5842745510675,30465.92165137185,16712.649777199575,47178.57142857142,-3970.2276093957344
16.0,19425.000000000004,-1855.0,-5354.25563674521,18672.508443601848,-1195040.5403905183,-342672.3607516934,-7779.4042693186675,-36008.04068835883,-1202819.9446598368,-378680.40144005226,-19.411342689142227,-4.19374893224726,-340004.0564050781,3220.1818828046567,-2610.3917021942816,1813.9534178074068,10,11,2,-26.36931005389667,90.16462436721768,-6.553975993446926,91.48382532795895,30323.17364519718,16855.397783374254,47178.571428571435,-4207.800187218686
17.0,19425.000000000004,-1855.0,-5679.320364239162,18576.21988458197,-1188878.072613246,-363476.50331130635,-7779.4042693186675,-36008.04068835883,-1196657.4768825646,-399484.5439996652,-19.411342689142227,-4.19374893224726,-336771.72633506055,3217.994561421112,-2664.0586002414866,1806.564374944717,10,11,2,-27.938883550974527,89.69068394167303,-8.149590693219228,91.35550924543182,30172.221433854593,17006.349994716824,47178.57142857142,-4440.246208675448
18.0,19425.000000000004,-1855.0,-6002.655115733354,18474.27282903336,-1182353.4610581351,-384169.9274069347,-7779.4042693186675,-36008.04068835883,-1190132.8653274537,-420177.9680952935,-19.411342689142227,-4.19374893224726,-333436.8123348203,3214.7999891366117,-2716.9890689870517,1798.9941203474807,10,11,2,-29.499946593472703,89.1894228649466,-9.742722948719504,91.19936538980784,30013.248929361245,17165.32249921017,47178.57142857142,-4667.282474094427
19.0,19425.000000000004,-1855.0,-6324.16140033027,18366.698331016734,-1175468.693185071,-404746.3296211373,-7779.4042693186675,-36008.04068835883,-1183248.0974543896,-440754.3703094961,-19.411342689142227,-4.19374893224726,-330000.33025146805,3210.599139048819,-2769.1669852974474,1791.2496390507067,10,11,2,-31.05202366646611,88.66099382601814,-11.332887476429729,91.01544132401803,29846.449815226017,17332.12161334542,47178.571428571435,-4888.632374758479
20.0,19425.000000000004,-1855.0,-6643.741284101116,18253.529158766276,-1168225.8661610417,-425199.44218247145,-7779.4042693186675,-36008.04068835883,-1176005.2704303602,-461207.4828708303,-19.411342689142227,-4.19374893224726,-326463.32687073614,3205.393290777366,-2820.5764552739056,1783.3381590363877,10,11,2,-32.594641992243005,88.10555778949197,-12.919599896830487,90.80379307311453,29672.027310476013,17506.544118095422,47178.571428571435,-5104.026229909976
21.0,19425.000000000004,-1855.0,-6961.297419917459,18134.799784708146,-1160627.1862213213,-445523.03487471736,-7779.4042693186675,-36008.04068835883,-1168406.59049064,-481531.0755630762,-19.411342689142227,-4.19374893224726,-322826.8795981181,3199.184030074065,-2871.2018190938575,1775.267151850016,10,11,2,-34.12733167431768,87.5232839465654,-14.5023768819477,90.56448510720489,29490.19392206556,17688.37750650586,47178.57142857142,-5313.201615315297
22.0,19425.000000000004,-1855.0,-7276.733077104092,18010.54637495985,-1152674.9679974304,-465710.9169346619,-7779.4042693186675,-36008.04068835883,-1160454.372266749,-501718.95762302075,-19.411342689142227,-4.19374893224726,-319092.0961306803,3191.9732483398793,-2921.027655781065,1767.962002052795,10,11,0,-35.64962584056547,86.91434966349162,-16.080736302578984,90.2975903218137,29301.171185969168,17877.40024260226,47178.57142857143,-5515.903682988321
